,method,value_error,num_rollouts,vf,level_one_children,level_two_children,k,exp
17488,PW0.9,0.670395278671092,200,Relu,118,82,1,0.9
17489,AR,0.17693490902054787,200,Relu,1,199,1,0.1
17490,PW0.1,0.0607064465294016,500,Relu,2,4,1,0.1
17491,PW0.3,0.23702229547716147,500,Relu,7,28,1,0.3
17492,PW0.5,0.18871473899273994,500,Relu,23,114,1,0.5
17493,PW0.7,0.18722552031672857,500,Relu,78,285,1,0.7
17494,PW0.9,0.6157782120189421,500,Relu,269,231,1,0.9
17495,AR,0.08507498674460345,500,Relu,1,499,1,0.1
17496,PW0.1,1.4885913928112418,10,Relu,2,4,1,0.1
17497,PW0.3,1.0189447964819323,10,Relu,2,4,1,0.3
17498,PW0.5,0.9310227162338065,10,Relu,4,6,1,0.5
17499,PW0.7,1.158581381711247,10,Relu,6,4,1,0.7
17500,PW0.9,1.3782618813634944,10,Relu,8,2,1,0.9
17501,AR,0.11080940386572635,10,Relu,1,9,1,0.1
17502,PW0.1,0.5000732981340177,20,Relu,2,4,1,0.1
17503,PW0.3,0.13861701959357742,20,Relu,3,6,1,0.3
17504,PW0.5,0.46029397565469665,20,Relu,5,12,1,0.5
17505,PW0.7,0.3809847721946411,20,Relu,9,11,1,0.7
17506,PW0.9,0.90331275713711,20,Relu,15,5,1,0.9
17507,AR,1.1524202256993314,20,Relu,1,19,1,0.1
17508,PW0.1,0.8157017830882799,50,Relu,2,4,1,0.1
17509,PW0.3,0.5298057452295655,50,Relu,4,9,1,0.3
17510,PW0.5,0.12560204650645113,50,Relu,8,22,1,0.5
17511,PW0.7,0.12135763828485402,50,Relu,16,29,1,0.7
17512,PW0.9,0.9642039910558737,50,Relu,34,16,1,0.9
17513,AR,0.3399244356447426,50,Relu,1,49,1,0.1
17514,PW0.1,0.19274149620131198,100,Relu,2,4,1,0.1
17515,PW0.3,0.0947156131185638,100,Relu,4,12,1,0.3
17516,PW0.5,0.4873394953996657,100,Relu,11,35,1,0.5
17517,PW0.7,0.18590478778769803,100,Relu,26,62,1,0.7
17518,PW0.9,0.8389075019077223,100,Relu,64,36,1,0.9
17519,AR,0.298425050961713,100,Relu,1,99,1,0.1
17520,PW0.1,0.9214877783870998,200,Relu,2,4,1,0.1
17521,PW0.3,0.9161058321267843,200,Relu,5,18,1,0.3
17522,PW0.5,0.21378770619788146,200,Relu,15,58,1,0.5
17523,PW0.7,0.47153340135971344,200,Relu,41,125,1,0.7
17524,PW0.9,0.8589381240472278,200,Relu,118,82,1,0.9
17525,AR,0.09990265517342922,200,Relu,1,199,1,0.1
17526,PW0.1,0.007412409239323736,500,Relu,2,4,1,0.1
17527,PW0.3,0.136986705804231,500,Relu,7,28,1,0.3
17528,PW0.5,0.22717673926546977,500,Relu,23,113,1,0.5
17529,PW0.7,0.38460021046523796,500,Relu,78,285,1,0.7
17530,PW0.9,0.8963881792794672,500,Relu,269,231,1,0.9
17531,AR,0.09265059542693344,500,Relu,1,499,1,0.1
17532,PW0.1,1.0409715346755137,10,Relu,2,4,1,0.1
17533,PW0.3,0.37076587663125204,10,Relu,2,4,1,0.3
17534,PW0.5,0.10515030669840764,10,Relu,4,5,1,0.5
17535,PW0.7,0.522004652981749,10,Relu,6,4,1,0.7
17536,PW0.9,0.15143860235874063,10,Relu,8,2,1,0.9
17537,AR,0.12106764681110738,10,Relu,1,9,1,0.1
17538,PW0.1,0.1447838118812741,20,Relu,2,4,1,0.1
17539,PW0.3,0.03563756878610613,20,Relu,3,5,1,0.3
17540,PW0.5,0.08958066354562999,20,Relu,5,11,1,0.5
17541,PW0.7,0.030286082883937082,20,Relu,9,11,1,0.7
17542,PW0.9,0.21085288924475565,20,Relu,15,5,1,0.9
17543,AR,0.14123563293870722,20,Relu,1,19,1,0.1
17544,PW0.1,0.36989224029993717,50,Relu,2,4,1,0.1
17545,PW0.3,0.040201587751167445,50,Relu,4,10,1,0.3
17546,PW0.5,0.16326371210928037,50,Relu,8,21,1,0.5
17547,PW0.7,0.1382805681684658,50,Relu,16,32,1,0.7
17548,PW0.9,0.08654782136093053,50,Relu,34,16,1,0.9
17549,AR,0.24273563905403361,50,Relu,1,49,1,0.1
17550,PW0.1,1.0655876355444254,100,Relu,2,4,1,0.1
17551,PW0.3,0.23437590956958476,100,Relu,4,12,1,0.3
17552,PW0.5,0.06146725870884118,100,Relu,11,37,1,0.5
17553,PW0.7,0.07170190084009787,100,Relu,26,63,1,0.7
17554,PW0.9,0.00023627733309017351,100,Relu,64,36,1,0.9
17555,AR,0.2545731395587638,100,Relu,1,99,1,0.1
17556,PW0.1,1.4548008933362337,200,Relu,2,4,1,0.1
17557,PW0.3,0.08805780520401507,200,Relu,5,18,1,0.3
17558,PW0.5,0.2221707271232003,200,Relu,15,57,1,0.5
17559,PW0.7,0.15034298910665322,200,Relu,41,122,1,0.7
17560,PW0.9,0.044306241036962346,200,Relu,118,82,1,0.9
17561,AR,0.024499014766139915,200,Relu,1,199,1,0.1
17562,PW0.1,0.3509547889807001,500,Relu,2,4,1,0.1
17563,PW0.3,0.09432815295130559,500,Relu,7,28,1,0.3
17564,PW0.5,0.060976083205156684,500,Relu,23,115,1,0.5
17565,PW0.7,0.08290874574447127,500,Relu,78,284,1,0.7
17566,PW0.9,0.10640397523241174,500,Relu,269,231,1,0.9
17567,AR,0.022589438159464015,500,Relu,1,499,1,0.1
17568,PW0.1,0.9258712356453651,10,Relu,2,4,1,0.1
17569,PW0.3,1.6750130678784432,10,Relu,2,4,1,0.3
17570,PW0.5,0.9575907774045027,10,Relu,4,6,1,0.5
17571,PW0.7,1.5322931737190137,10,Relu,6,4,1,0.7
17572,PW0.9,0.5409917667432806,10,Relu,8,2,1,0.9
17573,AR,0.9512949801651516,10,Relu,1,9,1,0.1
17574,PW0.1,1.9914247361892352,20,Relu,2,4,1,0.1
17575,PW0.3,0.2853015558445745,20,Relu,3,6,1,0.3
17576,PW0.5,0.2615388728819028,20,Relu,5,13,1,0.5
17577,PW0.7,1.7031953330117995,20,Relu,9,11,1,0.7
17578,PW0.9,0.9788156751439352,20,Relu,15,5,1,0.9
17579,AR,0.5513320514868392,20,Relu,1,19,1,0.1
17580,PW0.1,3.351782480136401,50,Relu,2,4,1,0.1
17581,PW0.3,0.0344082536882615,50,Relu,4,10,1,0.3
17582,PW0.5,0.18086275631911675,50,Relu,8,21,1,0.5
17583,PW0.7,0.8160072341880065,50,Relu,16,30,1,0.7
17584,PW0.9,0.8480180085615588,50,Relu,34,16,1,0.9
17585,AR,0.02836677271873289,50,Relu,1,49,1,0.1
17586,PW0.1,1.2487123380415595,100,Relu,2,4,1,0.1
17587,PW0.3,0.18962508023331848,100,Relu,4,12,1,0.3
17588,PW0.5,0.03729389655602011,100,Relu,11,34,1,0.5
17589,PW0.7,0.9413585839273679,100,Relu,26,65,1,0.7
17590,PW0.9,0.6826098963487153,100,Relu,64,36,1,0.9
17591,AR,0.39025806655323725,100,Relu,1,99,1,0.1
17592,PW0.1,0.7771662861035475,200,Relu,2,4,1,0.1
17593,PW0.3,0.28097597551561493,200,Relu,5,18,1,0.3
17594,PW0.5,0.21113944679005103,200,Relu,15,60,1,0.5
17595,PW0.7,0.20529765545766143,200,Relu,41,119,1,0.7
17596,PW0.9,0.8564801098237872,200,Relu,118,82,1,0.9
17597,AR,0.013507547717480528,200,Relu,1,199,1,0.1
17598,PW0.1,0.11487373728030081,500,Relu,2,4,1,0.1
17599,PW0.3,0.6468532176563491,500,Relu,7,28,1,0.3
17600,PW0.5,0.4217708487664027,500,Relu,23,112,1,0.5
17601,PW0.7,0.26169293234118185,500,Relu,78,284,1,0.7
17602,PW0.9,0.77688441954779,500,Relu,269,231,1,0.9
17603,AR,0.1418544026422479,500,Relu,1,499,1,0.1
17604,PW0.1,0.1483418602109099,10,Relu,2,4,1,0.1
17605,PW0.3,0.6600266501479206,10,Relu,2,4,1,0.3
17606,PW0.5,0.2080007521289584,10,Relu,4,6,1,0.5
17607,PW0.7,0.03711954801130579,10,Relu,6,4,1,0.7
17608,PW0.9,0.07968262819310556,10,Relu,8,2,1,0.9
17609,AR,0.029995580593568327,10,Relu,1,9,1,0.1
17610,PW0.1,0.04380202527289834,20,Relu,2,4,1,0.1
17611,PW0.3,0.2583631388755592,20,Relu,3,6,1,0.3
17612,PW0.5,0.03206793133393182,20,Relu,5,11,1,0.5
17613,PW0.7,0.041035104189254046,20,Relu,9,11,1,0.7
17614,PW0.9,0.033692723732516416,20,Relu,15,5,1,0.9
17615,AR,0.015235126937982013,20,Relu,1,19,1,0.1
17616,PW0.1,2.0527471973334004,50,Relu,2,4,1,0.1
17617,PW0.3,0.6294643456914781,50,Relu,4,10,1,0.3
17618,PW0.5,0.33680452165002794,50,Relu,8,21,1,0.5
17619,PW0.7,0.0098531121528449,50,Relu,16,30,1,0.7
17620,PW0.9,0.4756657012307324,50,Relu,34,16,1,0.9
17621,AR,0.07439073169042754,50,Relu,1,49,1,0.1
17622,PW0.1,0.8272002138635015,100,Relu,2,4,1,0.1
17623,PW0.3,0.08209610320857452,100,Relu,4,12,1,0.3
17624,PW0.5,0.36821636028965177,100,Relu,11,34,1,0.5
17625,PW0.7,0.08773383332635376,100,Relu,26,61,1,0.7
17626,PW0.9,0.25414307244689516,100,Relu,64,36,1,0.9
17627,AR,0.032740911360875646,100,Relu,1,99,1,0.1
17628,PW0.1,0.07810988120671158,200,Relu,2,4,1,0.1
17629,PW0.3,0.09478026093404246,200,Relu,5,19,1,0.3
17630,PW0.5,0.12532175319170058,200,Relu,15,58,1,0.5
17631,PW0.7,0.028569469874722753,200,Relu,41,125,1,0.7
17632,PW0.9,0.38640563017372287,200,Relu,118,82,1,0.9
17633,AR,0.10768601634384689,200,Relu,1,199,1,0.1
17634,PW0.1,0.21362373017298886,500,Relu,2,4,1,0.1
17635,PW0.3,0.20393100304528877,500,Relu,7,28,1,0.3
17636,PW0.5,0.12509712199127865,500,Relu,23,113,1,0.5
17637,PW0.7,0.09840159262523551,500,Relu,78,291,1,0.7
17638,PW0.9,0.2165613500340089,500,Relu,269,231,1,0.9
17639,AR,0.12597960016208365,500,Relu,1,499,1,0.1
17640,PW0.1,0.6483101719902273,10,Relu,2,4,1,0.1
17641,PW0.3,1.2044328528160633,10,Relu,2,4,1,0.3
17642,PW0.5,0.5295063697965956,10,Relu,4,6,1,0.5
17643,PW0.7,0.3038275466819891,10,Relu,6,4,1,0.7
17644,PW0.9,0.23857029944318509,10,Relu,8,2,1,0.9
17645,AR,0.058294254076498575,10,Relu,1,9,1,0.1
17646,PW0.1,0.12260992919002467,20,Relu,2,4,1,0.1
17647,PW0.3,0.07068536199384834,20,Relu,3,6,1,0.3
17648,PW0.5,0.5685877651489157,20,Relu,5,9,1,0.5
17649,PW0.7,0.16289560391935654,20,Relu,9,11,1,0.7
17650,PW0.9,0.32799205495697636,20,Relu,15,5,1,0.9
17651,AR,0.09399325253799229,20,Relu,1,19,1,0.1
17652,PW0.1,0.8906612863594798,50,Relu,2,4,1,0.1
17653,PW0.3,0.5403068187773215,50,Relu,4,11,1,0.3
17654,PW0.5,0.2663742036292178,50,Relu,8,21,1,0.5
17655,PW0.7,0.18257627835555823,50,Relu,16,32,1,0.7
17656,PW0.9,0.1773892903494092,50,Relu,34,16,1,0.9
17657,AR,0.4995136140763454,50,Relu,1,49,1,0.1
17658,PW0.1,0.1798564527058344,100,Relu,2,4,1,0.1
17659,PW0.3,0.20367022418907332,100,Relu,4,12,1,0.3
17660,PW0.5,0.7485323833278292,100,Relu,11,35,1,0.5
17661,PW0.7,0.0696268911202762,100,Relu,26,61,1,0.7
17662,PW0.9,0.4000767927668356,100,Relu,64,36,1,0.9
17663,AR,0.383269492575101,100,Relu,1,99,1,0.1
17664,PW0.1,1.0277655128839003,200,Relu,2,4,1,0.1
17665,PW0.3,0.8886126610322189,200,Relu,5,18,1,0.3
17666,PW0.5,0.21435434387038033,200,Relu,15,57,1,0.5
17667,PW0.7,0.0646133125180679,200,Relu,41,125,1,0.7
17668,PW0.9,0.19330089154358987,200,Relu,118,82,1,0.9
17669,AR,0.013786097491491844,200,Relu,1,199,1,0.1
17670,PW0.1,0.4055284436435924,500,Relu,2,4,1,0.1
17671,PW0.3,0.24627667006976495,500,Relu,7,28,1,0.3
17672,PW0.5,0.04215795474681716,500,Relu,23,113,1,0.5
17673,PW0.7,0.02547545616510849,500,Relu,78,286,1,0.7
17674,PW0.9,0.18316542749057518,500,Relu,269,231,1,0.9
17675,AR,0.004898632354099153,500,Relu,1,499,1,0.1
17676,PW0.1,0.19702846972606414,10,Relu,2,4,1,0.1
17677,PW0.3,0.7255046155416309,10,Relu,2,4,1,0.3
17678,PW0.5,0.40360284940128066,10,Relu,4,6,1,0.5
17679,PW0.7,1.0439793672334958,10,Relu,6,4,1,0.7
17680,PW0.9,1.3364661145271741,10,Relu,8,2,1,0.9
17681,AR,0.589667187772297,10,Relu,1,9,1,0.1
17682,PW0.1,2.379148162863345,20,Relu,2,4,1,0.1
17683,PW0.3,0.055863907099640064,20,Relu,3,7,1,0.3
17684,PW0.5,0.38622997591975194,20,Relu,5,10,1,0.5
17685,PW0.7,0.8331814934177939,20,Relu,9,11,1,0.7
17686,PW0.9,1.7162005230709974,20,Relu,15,5,1,0.9
17687,AR,0.11455153685184594,20,Relu,1,19,1,0.1
17688,PW0.1,0.6793907456631516,50,Relu,2,4,1,0.1
17689,PW0.3,0.5344912241747637,50,Relu,4,11,1,0.3
17690,PW0.5,0.9547411171067852,50,Relu,8,21,1,0.5
17691,PW0.7,0.6451089041683429,50,Relu,16,29,1,0.7
17692,PW0.9,1.446121230301781,50,Relu,34,16,1,0.9
17693,AR,0.09370225779549723,50,Relu,1,49,1,0.1
17694,PW0.1,0.6339297121628005,100,Relu,2,4,1,0.1
17695,PW0.3,0.6701061279929923,100,Relu,4,12,1,0.3
17696,PW0.5,0.5179957090198517,100,Relu,11,38,1,0.5
17697,PW0.7,0.3355949481550309,100,Relu,26,60,1,0.7
17698,PW0.9,1.2813719373448171,100,Relu,64,36,1,0.9
17699,AR,0.03852618179816947,100,Relu,1,99,1,0.1
17700,PW0.1,0.7392143520268653,200,Relu,2,4,1,0.1
17701,PW0.3,0.23299814055915813,200,Relu,5,18,1,0.3
17702,PW0.5,0.35686157115248696,200,Relu,15,58,1,0.5
17703,PW0.7,0.3529545418896012,200,Relu,41,127,1,0.7
17704,PW0.9,1.1586048792567902,200,Relu,118,82,1,0.9
17705,AR,0.12187635774023686,200,Relu,1,199,1,0.1
17706,PW0.1,1.4950987730627046,500,Relu,2,4,1,0.1
17707,PW0.3,0.10047896566347325,500,Relu,7,28,1,0.3
17708,PW0.5,0.003212311348537722,500,Relu,23,115,1,0.5
17709,PW0.7,0.29590775890006626,500,Relu,78,286,1,0.7
17710,PW0.9,1.0381104927589029,500,Relu,269,231,1,0.9
17711,AR,0.09526025042447872,500,Relu,1,499,1,0.1
17712,PW0.1,0.7278964074401809,10,Relu,2,4,1,0.1
17713,PW0.3,2.110748367816137,10,Relu,2,4,1,0.3
17714,PW0.5,0.400328100985774,10,Relu,4,5,1,0.5
17715,PW0.7,0.7963964559011805,10,Relu,6,4,1,0.7
17716,PW0.9,0.03232553964928253,10,Relu,8,2,1,0.9
17717,AR,1.2993554485847376,10,Relu,1,9,1,0.1
17718,PW0.1,0.8668239318205067,20,Relu,2,4,1,0.1
17719,PW0.3,1.2224742925616758,20,Relu,3,5,1,0.3
17720,PW0.5,0.17208929924311933,20,Relu,5,11,1,0.5
17721,PW0.7,0.2972389165875824,20,Relu,9,11,1,0.7
17722,PW0.9,0.01846522331475753,20,Relu,15,5,1,0.9
17723,AR,0.01819759163823642,20,Relu,1,19,1,0.1
17724,PW0.1,0.5542350992763552,50,Relu,2,4,1,0.1
17725,PW0.3,1.164866530382131,50,Relu,4,11,1,0.3
17726,PW0.5,0.36439796324576657,50,Relu,8,19,1,0.5
17727,PW0.7,0.22197629432608612,50,Relu,16,31,1,0.7
17728,PW0.9,0.12665003588379742,50,Relu,34,16,1,0.9
17729,AR,0.27204085132260936,50,Relu,1,49,1,0.1
17730,PW0.1,2.1186765702210053,100,Relu,2,4,1,0.1
17731,PW0.3,0.024927891755576193,100,Relu,4,12,1,0.3
17732,PW0.5,0.021234111875397588,100,Relu,11,37,1,0.5
17733,PW0.7,0.0171873615973257,100,Relu,26,61,1,0.7
17734,PW0.9,0.06908090470242434,100,Relu,64,36,1,0.9
17735,AR,0.20392499454766866,100,Relu,1,99,1,0.1
17736,PW0.1,0.8391293983293281,200,Relu,2,4,1,0.1
17737,PW0.3,0.03136882589198531,200,Relu,5,18,1,0.3
17738,PW0.5,0.27808153744170294,200,Relu,15,57,1,0.5
17739,PW0.7,0.24900103706610088,200,Relu,41,123,1,0.7
17740,PW0.9,0.0335540975151829,200,Relu,118,82,1,0.9
17741,AR,0.25425071902424956,200,Relu,1,199,1,0.1
17742,PW0.1,0.900505900141755,500,Relu,2,4,1,0.1
17743,PW0.3,0.002299678389055426,500,Relu,7,27,1,0.3
17744,PW0.5,0.05837832145224531,500,Relu,23,113,1,0.5
17745,PW0.7,0.016658840981051082,500,Relu,78,282,1,0.7
17746,PW0.9,0.0692862299634891,500,Relu,269,231,1,0.9
17747,AR,0.06884141764787866,500,Relu,1,499,1,0.1
17748,PW0.1,0.5329262635530592,10,Relu,2,4,1,0.1
17749,PW0.3,0.6202351045959347,10,Relu,2,4,1,0.3
17750,PW0.5,0.9488390180374644,10,Relu,4,5,1,0.5
17751,PW0.7,0.3144125049674811,10,Relu,6,4,1,0.7
17752,PW0.9,0.4703001101887536,10,Relu,8,2,1,0.9
17753,AR,1.1819433426247983,10,Relu,1,9,1,0.1
17754,PW0.1,1.1640618947583086,20,Relu,2,4,1,0.1
17755,PW0.3,1.0226205121762617,20,Relu,3,6,1,0.3
17756,PW0.5,0.8400402674756133,20,Relu,5,10,1,0.5
17757,PW0.7,0.10259144516878571,20,Relu,9,10,1,0.7
17758,PW0.9,0.2845456409023952,20,Relu,15,5,1,0.9
17759,AR,0.7335227230926096,20,Relu,1,19,1,0.1
17760,PW0.1,1.3491257067233118,50,Relu,2,4,1,0.1
17761,PW0.3,0.2913683645900731,50,Relu,4,11,1,0.3
17762,PW0.5,0.08994495511051159,50,Relu,8,21,1,0.5
17763,PW0.7,0.27357429983678205,50,Relu,16,31,1,0.7
17764,PW0.9,0.17652345542423564,50,Relu,34,16,1,0.9
17765,AR,0.3474813072257308,50,Relu,1,49,1,0.1
17766,PW0.1,0.8932212544801246,100,Relu,2,4,1,0.1
17767,PW0.3,0.1912193348262754,100,Relu,4,12,1,0.3
17768,PW0.5,0.10330249101459721,100,Relu,11,38,1,0.5
17769,PW0.7,0.2632549472961814,100,Relu,26,58,1,0.7
17770,PW0.9,0.09495268821018055,100,Relu,64,36,1,0.9
17771,AR,0.13452234614205594,100,Relu,1,99,1,0.1
17772,PW0.1,1.2376167101766118,200,Relu,2,4,1,0.1
17773,PW0.3,0.8170817996138031,200,Relu,5,17,1,0.3
17774,PW0.5,0.12479458619026484,200,Relu,15,59,1,0.5
17775,PW0.7,0.09496690049326517,200,Relu,41,119,1,0.7
17776,PW0.9,0.1840851588825787,200,Relu,118,82,1,0.9
17777,AR,0.052287753811312676,200,Relu,1,199,1,0.1
17778,PW0.1,0.08014068840430344,500,Relu,2,4,1,0.1
17779,PW0.3,0.22630824762632162,500,Relu,7,28,1,0.3
17780,PW0.5,0.08096709635812971,500,Relu,23,109,1,0.5
17781,PW0.7,0.13765860316961742,500,Relu,78,283,1,0.7
17782,PW0.9,0.07680902665848865,500,Relu,269,231,1,0.9
17783,AR,0.13080193971735987,500,Relu,1,499,1,0.1
17784,PW0.1,0.31750376486479237,10,Relu,2,4,1,0.1
17785,PW0.3,2.167111137408189,10,Relu,2,4,1,0.3
17786,PW0.5,0.5694268345380105,10,Relu,4,5,1,0.5
17787,PW0.7,0.21083545135282644,10,Relu,6,4,1,0.7
17788,PW0.9,0.8689344279953555,10,Relu,8,2,1,0.9
17789,AR,0.750085293838119,10,Relu,1,9,1,0.1
17790,PW0.1,0.807821616145957,20,Relu,2,4,1,0.1
17791,PW0.3,0.49828278412224347,20,Relu,3,6,1,0.3
17792,PW0.5,1.3399594920538926,20,Relu,5,11,1,0.5
17793,PW0.7,0.33875510212272586,20,Relu,9,11,1,0.7
17794,PW0.9,1.5147749353102498,20,Relu,15,5,1,0.9
17795,AR,0.6879484367160394,20,Relu,1,19,1,0.1
17796,PW0.1,2.319733299913482,50,Relu,2,4,1,0.1
17797,PW0.3,1.3507775687443122,50,Relu,4,10,1,0.3
17798,PW0.5,0.019531207286300978,50,Relu,8,23,1,0.5
17799,PW0.7,0.6772610152698968,50,Relu,16,32,1,0.7
17800,PW0.9,0.6910497165652092,50,Relu,34,16,1,0.9
17801,AR,0.22540108432118455,50,Relu,1,49,1,0.1
17802,PW0.1,0.6721912551951267,100,Relu,2,4,1,0.1
17803,PW0.3,0.24011836396339192,100,Relu,4,12,1,0.3
17804,PW0.5,0.3109732699849584,100,Relu,11,34,1,0.5
17805,PW0.7,0.35540825552541566,100,Relu,26,62,1,0.7
17806,PW0.9,0.5583277005329988,100,Relu,64,36,1,0.9
17807,AR,0.03867638297600434,100,Relu,1,99,1,0.1
17808,PW0.1,2.138631793375054,200,Relu,2,4,1,0.1
17809,PW0.3,1.0399796893567217,200,Relu,5,18,1,0.3
17810,PW0.5,0.6813900857810061,200,Relu,15,57,1,0.5
17811,PW0.7,0.18613315205285874,200,Relu,41,125,1,0.7
17812,PW0.9,0.675225246758159,200,Relu,118,82,1,0.9
17813,AR,0.23694131829547893,200,Relu,1,199,1,0.1
17814,PW0.1,1.9945103629164718,500,Relu,2,4,1,0.1
17815,PW0.3,0.28013489826954746,500,Relu,7,27,1,0.3
17816,PW0.5,0.06389390381665888,500,Relu,23,113,1,0.5
17817,PW0.7,0.15994303249327585,500,Relu,78,284,1,0.7
17818,PW0.9,0.6012438129905758,500,Relu,269,231,1,0.9
17819,AR,0.012449268015629789,500,Relu,1,499,1,0.1
17820,PW0.1,0.7044513328373379,10,Relu,2,4,1,0.1
17821,PW0.3,0.5026802383297486,10,Relu,2,4,1,0.3
17822,PW0.5,0.7298304908762263,10,Relu,4,6,1,0.5
17823,PW0.7,1.2791704183115433,10,Relu,6,4,1,0.7
17824,PW0.9,0.5749890029567433,10,Relu,8,2,1,0.9
17825,AR,0.28490691007780455,10,Relu,1,9,1,0.1
17826,PW0.1,0.8407585375289148,20,Relu,2,4,1,0.1
17827,PW0.3,1.0625894581661166,20,Relu,3,6,1,0.3
17828,PW0.5,1.5971952648556251,20,Relu,5,12,1,0.5
17829,PW0.7,0.29617976653900047,20,Relu,9,11,1,0.7
17830,PW0.9,0.8288927565765618,20,Relu,15,5,1,0.9
17831,AR,0.9513839313466592,20,Relu,1,19,1,0.1
17832,PW0.1,1.4190378857947032,50,Relu,2,4,1,0.1
17833,PW0.3,0.33669249946694757,50,Relu,4,11,1,0.3
17834,PW0.5,0.5432610988733604,50,Relu,8,22,1,0.5
17835,PW0.7,0.2669999082803014,50,Relu,16,31,1,0.7
17836,PW0.9,0.9669482441352772,50,Relu,34,16,1,0.9
17837,AR,0.2115435133668746,50,Relu,1,49,1,0.1
17838,PW0.1,0.9671740396887414,100,Relu,2,4,1,0.1
17839,PW0.3,0.4457942132879924,100,Relu,4,12,1,0.3
17840,PW0.5,0.7213484059117787,100,Relu,11,38,1,0.5
17841,PW0.7,0.5424603505773171,100,Relu,26,66,1,0.7
17842,PW0.9,1.0666394137879371,100,Relu,64,36,1,0.9
17843,AR,0.057370244275956495,100,Relu,1,99,1,0.1
17844,PW0.1,0.024210316590210113,200,Relu,2,4,1,0.1
17845,PW0.3,0.4703119596088505,200,Relu,5,19,1,0.3
17846,PW0.5,0.6920944002667198,200,Relu,15,58,1,0.5
17847,PW0.7,0.5752638015415619,200,Relu,41,120,1,0.7
17848,PW0.9,0.8291741945239863,200,Relu,118,82,1,0.9
17849,AR,0.22949918274124648,200,Relu,1,199,1,0.1
17850,PW0.1,1.0637634532360556,500,Relu,2,4,1,0.1
17851,PW0.3,1.068279338629317,500,Relu,7,27,1,0.3
17852,PW0.5,0.27283951452153854,500,Relu,23,115,1,0.5
17853,PW0.7,0.3523974816324562,500,Relu,78,287,1,0.7
17854,PW0.9,0.6975329990487789,500,Relu,269,231,1,0.9
17855,AR,0.015343051200927604,500,Relu,1,499,1,0.1
17856,PW0.1,0.4139229543493812,10,Relu,2,4,1,0.1
17857,PW0.3,0.5017130821015257,10,Relu,2,4,1,0.3
17858,PW0.5,0.05735669499483653,10,Relu,4,5,1,0.5
17859,PW0.7,0.06719265730076174,10,Relu,6,4,1,0.7
17860,PW0.9,0.4260827408476553,10,Relu,8,2,1,0.9
17861,AR,0.9603190002078472,10,Relu,1,9,1,0.1
17862,PW0.1,0.8872238486867458,20,Relu,2,4,1,0.1
17863,PW0.3,0.23213080204200298,20,Relu,3,6,1,0.3
17864,PW0.5,0.5198278638901694,20,Relu,5,11,1,0.5
17865,PW0.7,0.10668148116256049,20,Relu,9,11,1,0.7
17866,PW0.9,0.02107510144596869,20,Relu,15,5,1,0.9
17867,AR,0.06017992909644998,20,Relu,1,19,1,0.1
17868,PW0.1,0.5500024005991695,50,Relu,2,4,1,0.1
17869,PW0.3,0.2231364954848032,50,Relu,4,11,1,0.3
17870,PW0.5,0.16270230011494768,50,Relu,8,21,1,0.5
17871,PW0.7,0.047964663377071615,50,Relu,16,31,1,0.7
17872,PW0.9,0.11591728778901533,50,Relu,34,16,1,0.9
17873,AR,0.012403975540186352,50,Relu,1,49,1,0.1
17874,PW0.1,0.5396907850752326,100,Relu,2,4,1,0.1
17875,PW0.3,0.29542145715633206,100,Relu,4,12,1,0.3
17876,PW0.5,0.3776862472668374,100,Relu,11,37,1,0.5
17877,PW0.7,0.15935824109578678,100,Relu,26,61,1,0.7
17878,PW0.9,0.12471509640554901,100,Relu,64,36,1,0.9
17879,AR,0.13232661538522517,100,Relu,1,99,1,0.1
17880,PW0.1,0.10629912037121336,200,Relu,2,4,1,0.1
17881,PW0.3,0.5438947695895289,200,Relu,5,18,1,0.3
17882,PW0.5,0.32110618967543125,200,Relu,15,60,1,0.5
17883,PW0.7,0.18094655667638904,200,Relu,41,125,1,0.7
17884,PW0.9,0.21363132391539064,200,Relu,118,82,1,0.9
17885,AR,0.13941930483395093,200,Relu,1,199,1,0.1
17886,PW0.1,0.591006558386999,500,Relu,2,4,1,0.1
17887,PW0.3,0.1209109829091326,500,Relu,7,28,1,0.3
17888,PW0.5,0.2400743528024214,500,Relu,23,113,1,0.5
17889,PW0.7,0.0891280951649025,500,Relu,78,284,1,0.7
17890,PW0.9,0.14127723327314978,500,Relu,269,231,1,0.9
17891,AR,0.013064524965344937,500,Relu,1,499,1,0.1
17892,PW0.1,1.3269192323835406,10,Relu,2,4,1,0.1
17893,PW0.3,0.1159316147823044,10,Relu,2,4,1,0.3
17894,PW0.5,0.243107325967308,10,Relu,4,6,1,0.5
17895,PW0.7,0.6466709741891785,10,Relu,6,4,1,0.7
17896,PW0.9,0.33125488161567995,10,Relu,8,2,1,0.9
17897,AR,0.720034800774239,10,Relu,1,9,1,0.1
17898,PW0.1,0.5607003409213269,20,Relu,2,4,1,0.1
17899,PW0.3,0.3842256276137057,20,Relu,3,7,1,0.3
17900,PW0.5,0.23005372180042416,20,Relu,5,12,1,0.5
17901,PW0.7,0.11214982853204969,20,Relu,9,11,1,0.7
17902,PW0.9,0.7369845266929027,20,Relu,15,5,1,0.9
17903,AR,0.5460338487475491,20,Relu,1,19,1,0.1
17904,PW0.1,0.6473226200016198,50,Relu,2,4,1,0.1
